country,id,year,imports,exports
Mali,MLI,2000,1290.03124,233.2394792
Senegal,SEN,2000,1462.897145,692.9929209
Benin,BEN,2000,562.7100857,195.6576124
Mauritania,MRT,2000,651.247191,529.5246675
Niger,NER,2000,773.8057054,195.7396686
Ivory Coast,CIV,2000,2736.243064,3851.392592
Guinea,GIN,2000,532.7545839,617.3859532
Burkina Faso,BFA,2000,495.2384127,148.7175961
Liberia,LBR,2000,5536.767234,581.7190098
Sierra Leone,SLE,2000,316.2953816,126.2713272
Ghana,GHA,2000,2864.326756,1492.835572
Togo,TGO,2000,323.7371515,192.4329236
Cameroon,CMR,2000,1490.100216,1832.384093
Nigeria,NGA,2000,5840.654343,27068.50969
Gabon,GAB,2000,1396.089168,3794.469822
Central African Republic,CAF,2000,120.7093335,225.9848462
Chad,TCD,2000,139.8213741,87.57689025
Congo,COG,2000,492.4981528,2153.879357
Democratic Republic of the Congo,COD,2000,668.1623513,1133.28373
Uganda,UGA,2000,958.1491322,401.6356854
Kenya,KEN,2000,3253.044857,1765.969272
Tanzania,TZA,2000,1520.980446,735.1446491
Burundi,BDI,2000,147.1669556,48.87512675
Rwanda,RWA,2000,250.6184529,98.9069586
Somalia,SOM,2000,328.6740784,117.6534156
Djibouti,DJI,2000,614.2981829,151.5221206
Ethiopia,ETH,2000,1226.224584,439.2663536
Eritrea,ERI,2000,,
Angola,AGO,2000,2200.68059,7314.907057
Mozambique,MOZ,2000,1046.31,364.28411
Zambia,ZMB,2000,1100.727374,757.4581571
Zimbabwe,ZWE,2000,1839.853084,3277.246233
Malawi,MWI,2000,555.1166166,386.6968243
South Africa,ZAF,2000,29354.45032,30429.83752
Namibia,NAM,2000,,598.3146429
Lesotho,LSO,2000,,179.7263055
Botswana,BWA,2000,,779.5378022
Swaziland,SWZ,2000,,332.5943009
Madagascar,MDG,2000,734.1078382,824.2535783
Comoros,COM,2000,69.7239108,15.55394701
Mauritius,MUS,2000,2088.155855,1488.223192
Seychelles,SYC,2000,337.8486067,123.6651508
Morocco,MAR,2000,11531.24675,7418.536901
Algeria,DZA,2000,9026.893922,21871.23867
Tunisia,TUN,2000,8563.580668,5839.935271
Libya,LBY,2000,4016.385805,12724.27983
Sudan,SDN,2000,1452.761426,1618.730918
Iran,IRN,2000,14346.86743,26997.81843
Turkey,TUR,2000,54502.82142,27774.90605
Iraq,IRQ,2000,3414.476943,14918.57681
Egypt,EGY,2000,22041.93156,6349.753476
Syria,SYR,2000,5403.558886,4761.343944
Lebanon,LBN,2000,6291.61,668.02
Jordan,JOR,2000,4597.186883,1285.494922
Israel,ISR,2000,36802,31911.7
Saudi Arabia,SAU,2000,30609.40996,74829.64538
Yemen,YEM,2000,2323.687836,4078.752195
Kuwait,KWT,2000,7360.304797,18754.30901
Bahrain,BHR,2000,3598.328666,7724.499035
Qatar,QAT,2000,3252.204528,11591.32626
United Arab Emirates,ARE,2000,25464.14,40807.80628
Oman,OMN,2000,5039.439501,10666.84869
Afghanistan,AFG,2000,620.8506285,142.2423539
Turkmenistan,TKM,2000,1787.8,2505.2
Tajikistan,TJK,2000,670.5026,770
Kyrgyzstan,KGZ,2000,553,501.5
Uzbekistan,UZB,2000,2071.854268,2182.146254
Kazakhstan,KAZ,2000,5055.5526,9880.0267
China,CHN,2000,440758,454001.6875
Mongolia,MNG,2000,614.464,535.83
Taiwan,TWN,2000,,168696.2129
North Korea,PRK,2000,2098.111018,976.4856132
South Korea,KOR,2000,160481.0184,172267.5105
Japan,JPN,2000,379581.3324,478363.0662
India,IND,2000,50336.125,42625.85
Bhutan,BTN,2000,,
Pakistan,PAK,2000,10721.94549,8876.487913
Bangladesh,BGD,2000,9000.776109,5589.577559
Myanmar,MMR,2000,3039.889392,1980.385092
Sri Lanka,LKA,2000,6687.986792,5458.792708
Maldives,MDV,2000,388.987192,76.17442978
Nepal,NPL,2000,1570.3,720.7
Thailand,THA,2000,61923.46587,68962.67236
Cambodia,KHM,2000,1412.45,1368.060232
Laos,LAO,2000,689.798108,391.3377012
Vietnam,VNM,2000,15636.528,14482.743
Malaysia,MYS,2000,82205.15141,98154.12003
Singapore,SGP,2000,134632.6066,138045.8053
Brunei,BRN,2000,1427.379912,3161.773848
Philippines,PHL,2000,34490.8726,38216.2196
Indonesia,IDN,2000,33514.78668,62123.91619
Australia,AUS,2000,74275.20419,63520.8154
Papua New Guinea,PNG,2000,1228.393175,2813.691592
New Zealand,NZL,2000,13952.45363,12742.00933
Vanuatu,VUT,2000,123.942763,86.31001909
Solomon Islands,SLB,2000,124.1324361,101.1156326
Kiribati,KIR,2000,,23.18672731
Tuvalu,TUV,2000,,0.727654291
Fiji,FJI,2000,762.3456435,685.0443268
Tonga,TON,2000,82.70285272,17.64117144
Nauru,NRU,2000,,35.46195271
Marshall Islands,MHL,2000,,
Palau,PLW,2000,,
Federated States of Micronesia,FSM,2000,,
Samoa,WSM,2000,274.1434215,68.72172798
