country,id,year,imports,exports
Mauritius,MUS,2014,5392.750817,2574.418723
Seychelles,SYC,2014,1274.632738,506.4353826
Morocco,MAR,2014,45590.03951,23479.22727
Algeria,DZA,2014,60201.01622,53343.78748
Tunisia,TUN,2014,25929.39616,15297.28198
Libya,LBY,2014,19152.07958,17378.92905
Sudan,SDN,2014,9726.289593,5293.141856
Iran,IRN,2014,96360.84626,86361.36556
Turkey,TUR,2014,242176.9445,157620.4065
Iraq,IRQ,2014,50379.41006,79571.1546
Egypt,EGY,2014,68188.48776,26692.50862
Syria,SYR,2014,19401.17365,12703.32533
Lebanon,LBN,2014,21531.25112,3428.009111
Jordan,JOR,2014,22726.95239,8379.263521
Israel,ISR,2014,72275.7,68955.6
Saudi Arabia,SAU,2014,170220.544,333296.2495
Yemen,YEM,2014,15387.22717,9634.893539
Kuwait,KWT,2014,32108.26435,92100.32023
Bahrain,BHR,2014,14442.15997,37010.33535
Qatar,QAT,2014,32459.50568,120131.407
United Arab Emirates,ARE,2014,267716.5156,258263.4263
Oman,OMN,2014,37458.31044,53927.48902
Afghanistan,AFG,2014,7990.761081,659.409796
Turkmenistan,TKM,2014,9782.023641,12388.99826
Tajikistan,TJK,2014,5843.766308,630.645548
Kyrgyzstan,KGZ,2014,10560.55136,1128.305858
Uzbekistan,UZB,2014,15033.93484,5403.905844
Kazakhstan,KAZ,2014,48175.78799,55483.86216
China,CHN,2014,2519304.5,2818426.75
Mongolia,MNG,2014,5872.035838,4835.661473
Taiwan,TWN,2014,,415713.0745
North Korea,PRK,2014,4879.314038,3287.412414
South Korea,KOR,2014,525514.0446,572650.6896
Japan,JPN,2014,812206.0771,690190.0366
India,IND,2014,460512.2829,317733.2175
Pakistan,PAK,2014,58945.17266,27052.10167
Bangladesh,BGD,2014,45610.27947,30199.0253
Myanmar,MMR,2014,24316.76067,22498.80328
Sri Lanka,LKA,2014,20537.78882,10923.23856
Maldives,MDV,2014,1700.453988,191.7159672
Nepal,NPL,2014,8486.417553,919.6395985
Thailand,THA,2014,228200.8141,225242.3044
Cambodia,KHM,2014,17428.39225,10723.19956
Laos,LAO,2014,7948.457882,4685.578804
Vietnam,VNM,2014,144557.5955,143039.4345
Malaysia,MYS,2014,208961.3634,234248.4457
Singapore,SGP,2014,366300.4212,410075.662
Brunei,BRN,2014,7148.837601,9365.046834
Philippines,PHL,2014,70976.03753,61796.18893
Indonesia,IDN,2014,178178.7816,176291.6531
Australia,AUS,2014,250538.0253,240639.2097
Papua New Guinea,PNG,2014,6214.432399,14179.45287
New Zealand,NZL,2014,42303.73272,41822.99159
Vanuatu,VUT,2014,620.3218284,170.2431744
Solomon Islands,SLB,2014,529.3708404,685.0009679
Kiribati,KIR,2014,,77.77428335
Tuvalu,TUV,2014,,6.39909842
Fiji,FJI,2014,2419.445592,1415.831722
Tonga,TON,2014,244.0787548,15.57745695
Nauru,NRU,2014,,84.43156579
Samoa,WSM,2014,452.0115554,140.1741343
