country,id,year,imports,exports
Sierra Leone,SLE,2001,429.0507701,55.88697893
Ghana,GHA,2001,2677.268326,1475.677461
Togo,TGO,2001,354.8486369,220.4372832
Cameroon,CMR,2001,1850.880939,1748.753971
Nigeria,NGA,2001,7957.422688,18044.63227
Gabon,GAB,2001,1444.386923,3499.926063
Central African Republic,CAF,2001,134.418081,170.2140035
Chad,TCD,2001,366.5659183,76.59253489
Congo,COG,2001,537.6265997,1312.052492
Democratic Republic of the Congo,COD,2001,680.0723943,1135.414729
Uganda,UGA,2001,1006.347828,451.5808748
Kenya,KEN,2001,3693.339095,1878.618429
Tanzania,TZA,2001,1780.301816,774.7714649
Burundi,BDI,2001,138.8015146,38.51143663
Rwanda,RWA,2001,264.2215842,129.7475283
Somalia,SOM,2001,339.8370663,79.50943152
Djibouti,DJI,2001,715.9892639,237.3266547
Ethiopia,ETH,2001,1782.574235,285.9343529
Eritrea,ERI,2001,,
Angola,AGO,2001,3442.919695,6170.312873
Mozambique,MOZ,2001,1063.406366,703.6964767
Zambia,ZMB,2001,1080.190275,979.5819956
Zimbabwe,ZWE,2001,1715.626016,2219.311171
Malawi,MWI,2001,426.8646669,431.1114951
South Africa,ZAF,2001,27759.98092,29511.88759
Namibia,NAM,2001,,922.6275475
Lesotho,LSO,2001,,301.8922717
Botswana,BWA,2001,,1743.158829
Swaziland,SWZ,2001,,367.1026031
Madagascar,MDG,2001,868.5392345,925.7695513
Comoros,COM,2001,83.32179668,38.03930117
Mauritius,MUS,2001,1996.277023,1524.909764
Seychelles,SYC,2001,469.7537221,152.4363036
Morocco,MAR,2001,11471.1178,7232.858167
Algeria,DZA,2001,9749.541102,18319.15508
Tunisia,TUN,2001,9520.545723,6605.704899
Libya,LBY,2001,4416.923004,11331.01986
Sudan,SDN,2001,1889.150616,1700.284592
Iran,IRN,2001,16484.6652,24116.45148
Turkey,TUR,2001,41399.0839,31334.21636
Iraq,IRQ,2001,5753.221407,11018.40312
Egypt,EGY,2001,12720.43714,4140.834696
Syria,SYR,2001,6435.012216,6235.32156
Lebanon,LBN,2001,7290.97671,828.5151351
Jordan,JOR,2001,4871.386028,2294.458531
Israel,ISR,2001,33299,29047.1
Saudi Arabia,SAU,2001,31181.52451,68037.02755
Yemen,YEM,2001,2465.690049,3373.205757
Kuwait,KWT,2001,7739.192528,15682.51104
Bahrain,BHR,2001,3609.218425,8143.919367
Qatar,QAT,2001,3757.779192,10862.2155
United Arab Emirates,ARE,2001,29607.8,39528.99368
Oman,OMN,2001,5797.927945,11000.03975
Afghanistan,AFG,2001,556.1127573,84.18379437
Turkmenistan,TKM,2001,2210,2555
Tajikistan,TJK,2001,693.5393,652.8684
Kyrgyzstan,KGZ,2001,471.64,476.06
Uzbekistan,UZB,2001,2288.583188,2091.503671
Kazakhstan,KAZ,2001,6493.0709,9085.4587
China,CHN,2001,447428.0625,459096.2188
Mongolia,MNG,2001,637.7313,596.146
Taiwan,TWN,2001,,151098.2705
North Korea,PRK,2001,3294.381608,935.7609234
South Korea,KOR,2001,141097.8192,150439.1171
Japan,JPN,2001,349092.2602,403524.0784
India,IND,2001,50143.36702,43313.56139
Bhutan,BTN,2001,,
Pakistan,PAK,2001,10165.52015,9211.428506
Bangladesh,BGD,2001,9011.531359,5735.614035
Myanmar,MMR,2001,2666.141102,2759.580345
Sri Lanka,LKA,2001,5730.817656,4722.420614
Maldives,MDV,2001,392.9696319,76.57040072
Nepal,NPL,2001,1566.09204,753.5
Thailand,THA,2001,62057.11343,65113.24388
Cambodia,KHM,2001,1455.419968,1496.122448
Laos,LAO,2001,717.8529519,375.6861029
Vietnam,VNM,2001,16218,15029.235
Malaysia,MYS,2001,73360.50381,88201.40814
Singapore,SGP,2001,116020.3466,121826.2401
Brunei,BRN,2001,1311.330614,3336.457553
Philippines,PHL,2001,33057.16044,32150.19995
Indonesia,IDN,2001,30962.1417,56320.9048
Australia,AUS,2001,66856.81515,63411.55921
Papua New Guinea,PNG,2001,1118.390186,2625.646157
New Zealand,NZL,2001,13367.34985,13477.94083
Vanuatu,VUT,2001,174.7425523,36.46140532
Solomon Islands,SLB,2001,114.179271,86.31697095
Kiribati,KIR,2001,,41.70418769
Tuvalu,TUV,2001,,0.96390449
Fiji,FJI,2001,763.7378893,639.6757934
Tonga,TON,2001,73.88296565,23.76729824
Nauru,NRU,2001,,17.71445837
Marshall Islands,MHL,2001,,
Palau,PLW,2001,,
Federated States of Micronesia,FSM,2001,,
Samoa,WSM,2001,276.5339271,70.08652065
