country,id,year,imports,exports
Japan,JPN,2010,694051.7244,769772.6641
India,IND,2010,350782.7939,222921.6407
Pakistan,PAK,2010,43570.4132,21279.16928
Bangladesh,BGD,2010,27812.84727,16496.9514
Myanmar,MMR,2010,9944.535529,6451.239457
Sri Lanka,LKA,2010,12872.77048,9420.928127
Maldives,MDV,2010,1204.846247,135.3905103
Nepal,NPL,2010,3669.068126,779.2924195
Thailand,THA,2010,185121.3437,193366.0885
Cambodia,KHM,2010,4896.783252,5583.558512
Laos,LAO,2010,3574.375391,2195.891736
Vietnam,VNM,2010,83364.78289,69820.14507
Malaysia,MYS,2010,164735.4368,198747.7931
Singapore,SGP,2010,310878.7004,352273.154
Brunei,BRN,2010,3136.354763,8255.563774
Philippines,PHL,2010,60192.94963,51431.64434
Indonesia,IDN,2010,135663.2577,157778.3747
Australia,AUS,2010,212476.1495,211647.2193
Papua New Guinea,PNG,2010,5052.90525,9911.197495
New Zealand,NZL,2010,30681.8779,31341.36771
Vanuatu,VUT,2010,986.0304993,213.5574061
Solomon Islands,SLB,2010,402.5847074,411.5194526
Kiribati,KIR,2010,,28.22914818
Tuvalu,TUV,2010,,3.832901359
Fiji,FJI,2010,1632.945529,1212.7708
Tonga,TON,2010,202.6834448,13.22322458
Nauru,NRU,2010,,95.62439843
Samoa,WSM,2010,461.1345291,134.037925
